object	relation	subject_external_db	subject_external_id	subject_name	comment
gamma dorsal Kenyon cell	is_a	neuprint_JRC	1171280441	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1173732234	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812979197	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	632402333	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	478660968	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	728097109	(PDM12)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141691881	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 14	is_a	neuprint_JRC	1173007139	PAM14(B'1m)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 9	is_a	neuprint_JRC	675602461	PAM09(B1ped)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141290695	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1659231557	LC28b	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	5812982556	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141342299	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812983673	KCg-sub4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	662763904	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	633148859	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812980588	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1069295816	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982421	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	633148716	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	633148704	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	662772393	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	915610725	FB7J^FB0708_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	540730639	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813033059	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693099102	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1943811736	VP1m + VP2 lvPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	5812979531	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141006088	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813060787	FB2B_a^FB02b_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813079489	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	632397780	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1190668746	(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982577	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	662754991	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1267164975	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	571778433	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1168625046	FB2E^FB02f_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813056120	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1172730733	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	664188108	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141977071	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
mushroom body output neuron 12	is_a	neuprint_JRC	861665641	MBON12(y2a'1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693785371	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813078550	FB2G_a^FB02n_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812981702	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813102642	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812981142	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	732034061	FB2H_b^FB02x_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812981160	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813060811	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1286323786	FB2I_a^FB02p_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	672092798	(MBDLaxon1)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 14	is_a	neuprint_JRC	799362484	PAM14(B'1m)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813101387	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812989173	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	973151229	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
mushroom body output neuron	is_a	neuprint_JRC	706948318	MBON31(a'1a)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1232654731	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 13	is_a	neuprint_JRC	1141329227	PAM13(B'1ap)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	632086737	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
mushroom body medial-vertical lobe arborizing neuron 1	is_a	neuprint_JRC	5813022424	PPL103(y2a'1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982017	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	2064165421	V ilPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	755229523	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982529	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982875	KCg-sub4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813021379	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982589	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813060799	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1255630284	FB2M^FB02h_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	2028588805	LC28a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813093847	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	1172713521	KCg(super)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1141636389	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1070111661	FB5W^FB04Bb_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 2	is_a	neuprint_JRC	1203066201	PAM02(B'2a)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1818307672	VC3m lvPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1283371992	LC28b	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1597835331	LC28b	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	698508565	V ilPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	633149039	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693500431	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	893754136	(MBDLaxon2)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813058195	FB2I_a^FB02q_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 5	is_a	neuprint_JRC	765457262	PAM05_a(B'2p)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1255293862	FB2J^FB02r_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	692434135	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1202410042	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982532	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	704233784	FB2C^FB02d_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	1203769621	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813013850	(PDL14)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813056383	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813020089	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	692430198	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693837780	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	540389646	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982872	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812980973	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693841887	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	730337785	FB2J^FB02r_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VC4 adPN	is_a	neuprint_JRC	5813055147	VC4 adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
mushroom body output neuron 12	is_a	neuprint_JRC	704466265	MBON12(y2a'1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	1172665846	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813104095	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VM2 adPN	is_a	neuprint_JRC	697132371	VM2 adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1783000305	LC28a(lVLPT4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VM7v adPN	is_a	neuprint_JRC	693479072	VM7v adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	724816115	DP1l lPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	632397750	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982437	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VA3 adPN	is_a	neuprint_JRC	1889253785	VA3 adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	725200110	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	788629947	(AVM06)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	664184060	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	571424748	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	1447201088	DC4 vPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	761203947	FB2J^FB02f_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	724867606	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	700999023	FB2F_c^FB02j_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	1234472633	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	693099031	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
DN3 neuron	is_a	neuprint_JRC	5813020750	DN3_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	697848868	DC4 vPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812983657	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	664188211	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982436	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron DL2d adPN	is_a	neuprint_JRC	5813024710	DL2d adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VC4 adPN	is_a	neuprint_JRC	788306724	VC4 adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	692093440	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VM7v adPN	is_a	neuprint_JRC	1889253763	VM7v adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	509013752	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812983003	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 8	is_a	neuprint_JRC	5813021844	PAM08_c(y4)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VA1d adPN	is_a	neuprint_JRC	850375847	VA1d adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	661430179	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813077572	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult antennal lobe projection neuron VM2 adPN	is_a	neuprint_JRC	727472481	VM2 adPN(olfactory PN)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982371	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 14	is_a	neuprint_JRC	735112319	PAM14(B'1m)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 14	is_a	neuprint_JRC	735207605	(PDM12)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	633144545	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1317712712	FB2B_a^FB02b_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma dorsal Kenyon cell	is_a	neuprint_JRC	5813022239	KCg-d	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5813027704	KCg-sub4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
gamma main Kenyon cell	is_a	neuprint_JRC	5812982825	KCg-m	Typing based on mapping assertion in neuprint hemibrain v1.0.1
